Date,Race,Name,Weight,Age,Days off,Number of Wins,Power Rating,Average Class Rating,Average Speed,Won,Won SVM,Won XGBoost,Won GaussianNB
2020-06-05,8,vanilla cat,124,5,161,0,79.2,93,86,0,0,0,0
2020-06-05,8,hashtag winner,118,3,14,0,62.8,83,69,0,0,0,0
2020-06-05,8,private beach,124,4,111,0,68.9,91,82,0,0,0,0
2020-06-05,8,eternal peace,124,4,46,1,73.0,84,74,0,0,0,0
2020-06-05,8,woodfin,124,4,68,1,79.0,90,81,0,0,0,0
2020-06-05,8,singita dreams,124,4,119,0,80.6,77,70,0,0,0,0
2020-06-05,8,smooth with a kick,124,4,155,0,94.0,90,86,0,0,0,0
2020-06-05,8,lido key,124,4,28,1,96.7,83,80,0,0,0,0
2020-06-05,8,ellens birthday,124,8,161,1,63.4,92,63,0,0,0,0
2020-06-05,8,channel princess,124,4,14,0,69.7,85,75,0,0,0,0
2020-06-05,8,velvet crush,118,3,32,0,77.4,83,74,0,0,0,0
2020-06-05,9,fast cash,118,3,34,0,57.5,89,72,0,0,0,0
2020-06-05,9,dynacharge,118,3,279,0,53.3,77,64,0,0,0,0
2020-06-05,9,cernan,118,3,75,0,79.2,90,76,0,0,0,0
2020-06-07,9,scars are cool,124,4,42,3,97.9,101,95,0,0,0,0
2020-06-07,9,core beliefs,122,5,224,3,92.0,114,101,0,0,0,0
2020-06-07,9,bourbon resolution,122,5,70,2,81.0,110,100,0,0,0,0
2020-06-07,10,alfons walde (ire),125,4,343,0,70.6,92,87,0,0,0,0
2020-06-07,10,peddlers pride,118,3,14,0,75.0,94,70,0,0,0,0
2020-06-07,10,tiz light the way,118,3,29,0,76.0,87,69,0,0,0,0
2020-06-07,10,fiftyfive strong,118,3,84,0,77.0,91,69,0,0,0,0
2020-06-07,10,pip's brassy boy,118,3,21,0,56.9,91,37,0,0,0,0
2020-06-07,10,a. k. safari,125,4,21,0,85.4,90,74,0,0,0,0
2020-06-07,10,two by two,118,3,30,0,100.7,84,73,0,0,0,0
2020-06-07,10,ahsad,118,3,44,0,73.6,86,73,0,0,0,0
2020-06-07,10,cornbread kingdom,118,3,35,0,61.9,88,73,0,0,0,0
2020-06-07,10,fan favorite,118,3,21,0,61.9,80,57,0,0,0,0
2020-06-07,10,sunrise kitten,118,3,91,0,85.3,90,81,0,0,0,0
2020-06-07,10,better tapit,125,4,231,0,76.1,92,82,0,0,0,0
2020-06-14,1,free,118,3,13,0,66.1,80,57,0,0,0,0
2020-06-14,1,sweet willemina,118,3,394,0,50.8,84,61,0,0,0,0
2020-06-14,1,factor around,124,4,20,0,73.9,80,70,0,0,0,0
2020-06-14,1,wises landing,118,3,265,0,40.6,71,45,0,0,0,0
2020-06-14,2,forty nine model,118,3,22,2,71.6,72,66,0,0,0,0
2020-06-14,2,elle factor,123,4,147,2,66.7,71,63,0,0,0,0
2020-06-14,2,war ballad,123,4,42,2,72.7,89,74,0,0,0,0
2020-06-14,2,lil miss hot mess,118,3,51,2,68.4,83,72,0,0,0,0
2020-06-14,2,love my honey,123,4,20,2,77.3,85,60,0,0,0,0
2020-06-14,3,river finn,118,3,15,0,81.6,90,74,0,0,0,0
2020-06-14,3,tidal effect,124,5,19,1,74.9,86,72,0,0,0,0
2020-06-14,3,jimmy at last,124,4,28,0,74.9,86,75,0,0,0,0
2020-06-14,3,soul beam,124,5,16,1,80.5,100,91,0,0,0,0
2020-06-14,3,yamano maker (jpn),124,5,13,1,66.4,97,67,0,0,0,0
2020-06-14,3,dealin' stelen,117,4,50,1,58.8,80,53,0,0,0,0
2020-06-14,3,hitthegroundrunnin,124,5,9,0,62.9,77,57,0,0,0,0
2020-06-14,4,port hunter,118,3,16,0,70.7,93,65,0,0,0,0
2020-06-14,4,battle of ramadi,118,3,22,0,56.1,89,49,0,0,0,0
2020-06-14,4,arabian story,124,4,22,0,77.7,85,75,0,0,0,0
2020-06-14,4,fast recovery,124,5,16,0,54.4,74,57,0,0,0,0
2020-06-14,4,mcshady,118,3,51,0,67.5,89,60,0,0,0,0
2020-06-14,4,big biz,118,3,22,0,57.5,81,49,0,0,0,0
2020-06-14,4,ihadadream,118,3,120,0,42.4,63,39,0,0,0,0
2020-06-14,5,fareeq,121,6,57,3,91.1,100,87,0,0,0,0
2020-06-14,5,i can do anything,121,6,245,2,88.9,95,88,0,0,0,0
2020-06-14,5,jazzy times,121,7,139,2,88.0,113,100,0,0,0,0
2020-06-14,5,battle station,121,5,50,2,94.9,105,91,0,0,0,0
2020-06-14,5,rubus,121,5,206,0,81.5,100,90,0,0,0,0
2020-06-14,5,powell,121,4,119,0,92.3,96,88,0,0,0,0
2020-06-14,5,early mischief,121,4,15,1,87.6,97,87,0,0,0,0
2020-06-14,5,bye bye birdstone,121,5,19,2,79.2,99,86,0,0,0,0
2020-06-14,5,tommytom,121,5,28,1,63.3,97,53,0,0,0,0
2020-06-14,5,fig jelly,121,5,22,1,98.3,108,105,0,0,0,0
2020-06-14,5,secretary at war,121,6,84,1,79.1,109,92,0,0,0,0
2020-06-14,5,chaps,121,5,50,1,93.8,99,87,0,0,0,0
2020-06-14,6,red blue and true,118,7,15,3,53.9,84,60,0,0,0,0
2020-06-14,6,fridaynitestar,118,6,15,8,68.7,91,75,0,0,0,0
2020-06-14,6,long on luck,118,6,6,0,63.7,100,86,0,0,0,0
2020-06-14,6,ceeky,118,6,55,4,67.1,97,78,0,0,0,0
2020-06-14,6,junior gilliam,118,7,23,5,81.8,95,86,0,0,0,0
2020-06-14,6,flight time (brz),118,6,15,3,78.8,97,73,0,0,0,0
2020-06-14,6,match play,118,6,83,3,78.1,88,77,0,0,0,0
2020-06-14,6,crush it,118,5,13,2,80.8,94,84,0,0,0,0
2020-06-14,6,tres equis,118,5,44,1,69.9,99,77,0,0,0,0
2020-06-14,6,pete marwick,118,5,13,3,79.2,93,76,0,0,0,0
2020-06-14,7,big base,118,5,84,3,69.3,88,73,0,0,0,0
2020-06-14,7,hero for hire,118,7,414,4,79.6,81,79,0,0,0,0
2020-06-14,7,its cold in dehere,118,4,85,4,75.5,86,77,0,0,0,0
2020-06-14,7,princess trina,118,4,22,2,78.0,88,76,0,0,0,0
2020-06-14,7,carina,118,4,20,2,75.4,83,75,0,0,0,0
2020-06-14,7,sunset paula jo,118,5,107,5,61.8,91,69,0,0,0,0
2020-06-14,7,j d's girl,118,4,134,3,64.4,86,69,0,0,0,0
2020-06-14,8,wildlife,122,4,78,2,98.7,97,89,0,0,0,0
2020-06-14,8,high regard,122,4,77,0,93.0,96,84,0,0,0,0
2020-06-14,8,solar kitten,122,4,45,1,101.9,93,87,0,0,0,0
2020-05-31,6,miss annie,124,4,62,0,35.1,66,34,0,0,0,0
2020-05-31,6,worthaprettypenny,118,3,72,0,49.7,74,45,0,0,0,0
2020-05-31,6,cavatica,118,3,51,0,54.5,81,49,0,0,0,0
2020-05-31,6,american values,118,3,72,0,50.3,72,48,0,0,0,0
2020-05-31,6,azlynn's dreamer,124,4,62,0,54.8,70,50,0,0,0,0
2020-05-31,6,ready to play,118,3,86,0,54.6,79,45,0,0,0,0
2020-05-31,6,every single day,124,4,51,0,68.2,82,71,0,0,0,0
2020-05-31,6,slainte,118,3,98,0,41.7,80,30,0,0,0,0
2020-05-31,6,cold hearted wench,118,3,253,0,47.5,71,59,0,0,0,0
2020-05-31,7,yamano maker (jpn),123,5,14,0,67.1,99,67,0,0,0,0
2020-05-31,7,stormin el prado,123,6,203,0,56.1,93,63,0,0,0,0
2020-05-31,7,deacon,118,3,192,1,55.1,67,59,0,0,0,0
2020-05-31,7,k w captain flint,118,3,103,1,78.2,83,75,0,0,0,0
2020-05-31,7,special reserve,123,4,44,1,99.6,91,70,0,0,0,0
2020-05-31,7,cold smoke,118,3,44,1,82.5,78,71,0,0,0,0
2020-05-31,7,reelfoot,123,4,30,1,80.6,85,72,0,0,0,0
2020-05-31,7,connection,118,3,35,1,79.0,88,70,0,0,0,0
2020-05-31,7,nashvegas,118,3,51,1,66.5,76,55,0,0,0,0
2020-05-31,7,critic,118,3,163,1,54.9,79,57,0,0,0,0
2020-05-31,7,royal commission,118,3,14,1,84.8,92,76,0,0,0,0
2020-05-31,8,witez,118,3,91,1,95.1,84,79,0,0,0,0
2020-05-31,8,ella brilla,118,3,36,1,83.0,83,75,0,0,0,0
2020-05-31,8,pranked,118,3,84,1,74.8,76,62,0,0,0,0
2020-05-31,8,elusive ride,118,3,37,0,58.7,80,63,0,0,0,0
2020-05-31,8,first course,118,3,41,0,74.4,81,68,0,0,0,0
2020-05-31,8,secure connection,118,3,84,0,82.9,81,75,0,0,0,0
2020-05-31,8,i was looking up,118,3,155,0,68.2,80,65,0,0,0,0
2020-05-31,8,queen bridget,118,3,28,1,94.8,83,74,0,0,0,0
2020-05-31,8,shelley's gem,118,3,92,0,59.4,83,63,0,0,0,0
2020-05-31,8,panterita,118,3,114,0,56.6,76,64,0,0,0,0
2020-05-31,8,audrey's time,118,3,84,1,80.6,87,78,0,0,0,0
2020-05-31,8,sneak peek,118,3,83,1,77.0,74,74,0,0,0,0
2020-05-31,9,cash out,122,5,64,0,101.0,99,92,0,0,0,0
2020-05-31,9,final cut,122,4,30,3,74.4,84,71,0,0,0,0
2020-05-31,9,sara sea,122,4,29,1,88.9,92,79,0,0,0,0
2020-05-31,9,more roses,122,4,346,2,76.1,77,83,0,0,0,0
2020-05-31,9,razeena,122,4,85,1,81.9,92,82,0,0,0,0
2020-05-31,9,calf moon bay,122,4,44,2,81.4,94,90,0,0,0,0
2020-05-31,9,saracosa,122,5,42,2,94.7,95,86,0,0,0,0
2020-05-31,9,indy union,122,5,92,2,75.5,94,83,0,0,0,0
2020-05-31,9,subiaco,124,4,57,2,79.3,82,73,0,0,0,0
2020-05-31,10,freedom's flight,125,4,64,0,82.8,92,86,0,0,0,0
2020-05-31,10,opus north,125,4,90,0,75.6,90,80,0,0,0,0
2020-05-31,10,suggested,118,3,70,0,88.5,89,61,0,0,0,0
2020-05-31,10,win d'oro,118,3,28,0,80.5,86,71,0,0,0,0
2020-05-31,10,vasariano,118,3,29,0,61.4,95,76,0,0,0,0
2020-05-31,10,ahnaf,118,3,36,0,48.0,88,32,0,0,0,0
2020-05-31,10,barbaroni,118,3,99,0,81.6,86,71,0,0,0,0
2020-05-31,10,reigning spirit,118,3,70,0,100.0,100,89,0,0,0,0
2020-05-31,10,ghostlore,118,3,42,0,77.5,88,71,0,0,0,0
2020-05-31,10,cleveland simpson,118,3,141,0,70.6,77,71,0,0,0,0
2020-05-31,10,hillbilly deluxe,118,3,237,0,90.0,80,69,0,0,0,0
2020-05-31,10,midnight jostar,118,3,77,0,79.9,92,77,0,0,0,0
2020-05-31,10,britannia kitten,118,3,234,0,62.8,90,76,0,0,0,0
2020-05-31,10,lastchanceatglory,118,3,105,0,81.0,91,78,0,0,0,0
2020-05-31,10,all about will,125,4,35,0,55.9,91,73,0,0,0,0
2020-05-31,10,tonaltalitarian,118,3,28,0,68.9,94,78,0,0,0,0
2020-05-31,10,the falcon,118,3,49,0,58.7,90,67,0,0,0,0
2020-05-31,10,obiwan,118,3,13,0,76.0,85,67,0,0,0,0
2020-05-31,1,miz shelton,118,5,86,1,74.5,91,75,0,0,0,0
2020-05-31,1,straitouttapopcorn,118,5,77,2,80.9,97,86,0,0,0,0
2020-05-31,1,obsolete,118,5,24,2,69.7,91,76,0,0,0,0
2020-05-31,1,diamond crazy,118,4,71,4,80.0,87,79,0,0,0,0
2020-05-31,1,figure it out,118,4,106,0,81.1,89,81,0,0,0,0
2020-05-31,1,skamania,118,5,113,4,86.4,97,91,0,0,0,0
2020-05-31,2,strong yen,120,6,14,3,96.2,93,80,0,0,0,0
2020-05-31,2,summerduck,118,4,74,4,88.8,86,78,0,0,0,0
2020-05-31,2,cave run,118,4,38,3,77.7,93,79,0,0,0,0
2020-05-31,2,here's carlos,118,5,14,4,81.6,96,79,0,0,0,0
2020-06-14,8,sara sea,122,4,13,0,91.9,93,81,0,0,0,0
2020-06-14,8,magic star,122,4,98,2,102.8,102,98,0,0,0,0
2020-06-14,8,mighty scarlett,122,5,20,2,79.6,99,90,0,0,0,0
2020-06-14,8,aunt hattie (ire),122,4,308,2,78.9,88,86,0,0,0,0
2020-06-14,8,makealitlemischief,122,4,27,3,97.1,95,87,0,0,0,0
2020-06-14,8,temple city terror,124,4,27,2,83.1,90,81,0,0,0,0
2020-06-14,8,delta's kingdom,122,4,197,2,83.7,92,87,0,0,0,0
2020-06-14,8,mintd (ire),122,4,98,1,99.2,90,95,0,0,0,0
2020-06-14,8,sister hanan,124,4,20,2,96.1,93,77,0,0,0,0
2020-06-14,9,the gray blur,118,3,27,0,94.5,84,78,0,0,0,0
2020-06-14,9,toledo,118,3,27,1,91.3,92,91,0,0,0,0
2020-06-14,9,american butterfly,118,3,50,1,97.7,94,86,0,0,0,0
2020-06-14,9,lonely private,118,3,85,1,85.3,88,83,0,0,0,0
2020-06-14,9,well connected,122,3,21,1,86.3,85,84,0,0,0,0
2020-06-14,9,prince jersey town,122,3,27,1,86.1,77,73,0,0,0,0
2020-06-14,9,shippingport,118,3,119,1,71.2,88,71,0,0,0,0
2020-06-14,9,ancient warrior,118,3,83,1,97.8,96,94,0,0,0,0
2020-06-14,9,beverly park,118,3,247,1,70.4,85,76,0,0,0,0
2020-06-14,9,night time,118,3,287,1,78.2,85,84,0,0,0,0
2020-06-14,9,high proof,122,3,43,1,97.4,90,82,0,0,0,0
2020-06-14,9,background,118,3,42,0,86.6,93,81,0,0,0,0
2020-06-14,10,hoof prince,118,3,27,0,81.8,88,77,0,0,0,0
2020-06-14,10,highland boss,118,3,294,0,56.7,79,60,0,0,0,0
2020-06-14,10,button box,117,5,84,0,54.6,68,44,0,0,0,0
2020-06-14,10,jupestar,118,3,91,0,62.9,91,61,0,0,0,0
2020-06-14,10,substantial,118,3,233,0,96.8,84,74,0,0,0,0
2020-06-14,10,master ryan,124,4,310,0,80.1,93,85,0,0,0,0
2020-06-14,10,sky ride,118,3,147,0,72.4,84,72,0,0,0,0
2020-06-27,1,sovereign appeal,118,3,89,0,58.9,84,51,0,0,0,0
2020-06-27,1,raison d'etre,118,3,32,0,81.9,78,74,0,0,0,0
2020-06-27,1,curls and bows,118,3,26,0,60.5,85,61,0,0,0,0
2020-06-27,2,curlin grey,118,4,36,3,82.2,90,78,0,0,0,0
2020-06-27,2,hawaakom,118,10,69,9,90.5,106,93,0,0,0,0
2020-06-27,2,exemplar,118,8,19,5,81.5,100,84,0,0,0,0
2020-06-27,2,red again,118,6,57,8,87.1,94,82,0,0,0,1
2020-06-27,2,degrom,118,6,13,9,84.4,103,94,0,0,0,1
2020-06-27,2,altito,118,6,20,8,68.4,98,83,0,0,0,0
2020-06-27,2,parade field,118,4,57,2,84.2,94,85,0,0,0,0
2020-06-27,3,zero gravity,118,5,29,2,100.0,106,95,0,0,0,0
2020-06-27,3,super dude,118,6,28,0,90.4,103,93,0,0,0,0
2020-06-27,3,treasure trove,118,4,3,0,92.9,94,90,0,0,0,0
2020-06-27,3,strolling,118,5,63,0,80.9,105,93,0,0,0,0
2020-06-27,3,nero,118,5,32,0,76.8,108,98,0,0,0,0
2020-06-27,3,kurilov (chi),118,7,32,1,87.9,100,90,0,0,0,0
2020-06-27,3,lusitano,118,5,28,3,95.5,98,90,0,0,0,0
2020-06-27,3,ransack,118,7,26,4,69.8,96,71,0,0,0,0
2020-06-27,3,clint maroon (gb),118,4,36,3,96.2,105,94,0,0,0,0
2020-06-27,3,honovi,118,7,29,3,100.7,106,93,0,0,0,0
2020-06-27,3,discovered,118,5,99,2,89.4,99,84,0,0,0,0
2020-06-27,4,medicine tail,119,2,28,0,79.5,87,71,0,0,0,0
2020-06-27,4,nautilus,119,2,28,0,77.3,87,68,0,0,0,0
2020-06-27,5,tonaltalitarian,118,3,55,0,80.0,94,78,0,0,0,0
2020-06-27,5,pit boss,118,3,33,0,92.2,94,83,0,0,0,0
2020-06-27,5,ashiham,118,3,27,0,94.5,89,85,0,0,0,0
2020-06-27,5,belfast boy,118,3,19,0,75.8,90,74,0,0,0,0
2020-06-27,5,it's mandatory,118,3,117,0,68.8,81,61,0,0,0,0
2020-06-27,5,bakers bay,124,4,27,0,94.6,94,81,0,0,0,0
2020-06-27,5,all about will,124,4,62,0,70.3,91,73,0,0,0,0
2020-06-27,5,mulberry street,118,3,19,0,54.2,91,53,0,0,0,0
2020-06-27,6,stop shoppin tammy,118,3,97,1,83.8,86,75,0,0,0,0
2020-06-27,6,impeccable style,118,3,15,0,93.2,89,87,0,0,0,0
2020-06-27,6,second coming,124,4,28,0,76.3,91,77,0,0,0,0
2020-06-27,6,tipsy gal,118,3,20,0,70.2,84,81,0,0,0,0
2020-06-27,6,ria munk,124,5,28,0,81.3,87,81,0,0,0,0
2020-06-27,6,enjoyitwhilewecan,124,4,33,1,78.2,90,81,0,0,0,0
2020-06-27,6,lemon chill,124,4,15,1,80.1,84,77,0,0,0,0
2020-06-27,6,coldwater,124,5,32,1,88.8,93,87,0,0,0,0
2020-06-27,6,crazy sexy munny,124,4,29,6,87.8,84,81,0,0,0,0
2020-06-27,7,captain scotty,121,6,118,0,107.1,108,104,0,0,0,0
2020-06-27,7,ghoul (brz),121,5,28,6,94.1,103,86,0,0,0,0
2020-06-27,7,corruze,121,4,296,2,90.0,103,99,0,0,0,0
2020-06-27,7,smart remark,121,5,90,0,93.3,112,99,0,0,0,0
2020-06-27,7,fareeq,121,6,12,3,90.2,102,88,0,0,0,0
2020-06-27,7,just might,123,4,14,2,100.0,98,96,0,0,0,0
2020-06-27,7,carotari,123,4,28,3,103.2,106,101,0,0,0,0
2020-06-27,7,gray attempt,121,4,62,0,63.1,105,84,0,0,0,0
2020-06-27,7,holiday stone,121,6,247,2,92.8,111,104,0,0,0,0
2020-06-27,8,hulen,120,2,14,1,63.5,88,70,0,0,0,0
2020-06-27,8,gatsby,120,2,70,1,86.1,82,83,0,0,0,0
2020-06-27,8,hyperfocus,120,2,48,1,86.6,82,83,0,0,0,0
2020-06-27,8,herd immunity,120,2,20,1,98.0,90,92,0,0,0,0
2020-06-27,8,county final,120,2,21,0,90.6,88,86,0,0,0,0
2020-06-27,9,go google yourself,120,5,69,7,96.6,103,94,0,0,0,0
2020-06-27,9,another broad,120,5,34,4,101.1,103,94,0,0,0,0
2020-06-27,9,chocolate kisses,120,4,34,1,94.7,96,88,0,0,0,0
2020-06-27,9,serengeti empress,124,4,69,4,107.6,104,91,0,0,0,0
2020-06-27,9,red dane (ity),120,6,41,2,89.1,99,86,0,0,0,0
2020-06-27,9,motion emotion,120,4,57,2,91.3,98,86,0,0,0,0
2020-06-27,10,fearless,120,4,27,2,96.3,101,97,0,0,0,0
2020-06-27,10,pirate's punch,120,4,55,4,104.4,99,95,0,0,0,0
2020-06-27,10,alkhaatam,120,5,19,3,99.8,105,91,0,0,0,0
2020-06-27,10,multiplier,120,6,6,2,111.6,111,104,0,0,0,0
2020-06-27,10,by my standards,122,4,55,5,108.6,102,98,0,0,0,0
2020-06-27,10,silver dust,120,6,34,6,98.9,112,104,0,0,0,0
2020-06-27,10,owendale,120,4,34,6,101.5,106,99,0,0,0,0
2020-06-27,11,dominga,118,3,34,3,89.6,91,89,0,0,0,0
2020-06-27,11,witez,118,3,26,1,90.7,84,81,0,0,0,0
2020-06-05,9,on d'oro,125,4,40,0,78.8,90,78,0,0,0,0
2020-06-05,9,can'tbetemall,118,3,281,0,90.3,90,66,0,0,0,0
2020-06-05,9,j z my man,118,3,33,0,56.4,91,61,0,0,0,0
2020-06-05,9,obiwan,118,3,18,0,75.6,85,67,0,0,0,0
2020-06-05,9,beaver hat,118,3,33,0,89.7,88,71,0,0,0,0
2020-06-21,7,out cold,123,4,202,1,70.0,81,75,0,0,0,0
2020-06-21,7,not now rand,123,4,63,1,46.9,77,51,0,0,0,0
2020-06-21,7,lanse mitan,118,3,16,1,74.1,77,64,0,0,0,0
2020-06-21,7,spin lightning,123,4,108,1,63.4,93,71,0,0,0,0
2020-06-21,7,true to dixie,123,5,16,1,71.6,82,69,0,0,0,0
2020-06-21,7,creekmore,118,3,21,1,62.3,85,69,0,0,0,0
2020-06-21,7,rustic rick,123,4,16,0,61.8,84,64,0,0,0,0
2020-06-21,7,critic,118,3,20,1,55.4,80,57,0,0,0,0
2020-06-21,7,to the front,118,3,22,1,69.4,74,66,0,0,0,0
2020-06-21,7,uncle momo,123,4,22,1,75.3,88,65,0,0,0,0
2020-06-21,8,pete's play call,121,7,27,10,96.8,104,95,0,0,0,1
2020-06-21,8,hollis,121,5,26,3,98.0,105,96,0,0,0,0
2020-06-21,8,malpais,121,4,26,3,89.9,98,82,0,0,0,0
2020-06-21,8,guest suite,121,6,62,0,96.6,109,98,0,0,0,0
2020-06-21,8,shashashakemeup,116,3,76,2,85.2,95,76,0,0,0,0
2020-06-21,8,rubus,121,5,213,2,81.6,101,90,0,0,0,0
2020-06-21,8,k j's nobility,121,6,22,8,89.5,100,93,0,0,0,1
2020-06-21,8,by your side,116,3,26,2,71.2,92,81,0,0,0,0
2020-06-21,9,complicit,122,6,29,2,97.8,98,91,0,0,0,0
2020-06-21,9,lounge act,122,5,107,2,88.8,98,87,0,0,0,0
2020-06-21,9,high regard,122,4,84,0,93.1,96,84,0,0,0,0
2020-06-21,9,molto bella,122,4,29,0,82.8,98,84,0,0,0,0
2020-06-21,9,tapit today,122,5,133,3,113.7,101,101,0,0,0,0
2020-06-21,9,shesomajestic,122,4,20,0,67.7,92,82,0,0,0,0
2020-06-21,9,joy epifora (arg),122,4,195,1,93.5,99,97,0,0,0,0
2020-06-21,9,harmless,122,4,30,1,97.6,99,93,0,0,0,0
2020-06-21,9,summering,122,4,29,3,102.8,97,91,0,0,0,0
2020-06-21,9,frond,122,4,175,0,89.2,92,79,0,0,0,0
2020-06-21,9,strike my fancy,122,5,29,2,93.6,96,90,0,0,0,0
2020-06-21,10,copper king,125,4,27,0,92.8,90,84,0,0,0,0
2020-06-21,10,wartime hero,118,3,28,0,81.3,90,79,0,0,0,0
2020-06-21,10,decision maker,118,3,91,0,83.8,92,72,0,0,0,0
2020-06-21,10,uncle kick,125,4,34,0,63.2,88,58,0,0,0,0
2020-06-21,10,backshot,118,3,27,0,87.0,90,81,0,0,0,0
2020-06-21,10,looking at liberty,125,4,28,0,88.5,81,88,0,0,0,0
2020-06-21,10,newscaster,118,3,210,0,41.8,85,42,0,0,0,0
2020-06-21,10,civil servant,118,3,203,0,92.2,92,81,0,0,0,0
2020-06-21,10,falkirk,118,3,38,0,55.5,87,73,0,0,0,0
2020-06-21,10,tartufo,118,3,126,0,79.1,85,76,0,0,0,0
2020-06-21,1,revenio,126,4,29,1,85.5,85,60,0,0,0,0
2020-06-21,1,the rock says,124,4,233,1,87.8,100,98,0,0,0,0
2020-06-21,1,stealth,124,6,42,0,62.6,97,79,0,0,0,0
2020-06-21,1,tikhvin flew,124,4,23,0,103.3,98,84,0,0,0,0
2020-06-21,1,strike appeal,118,3,154,1,81.8,85,76,0,0,0,0
2020-06-21,2,call papa,120,2,26,0,68.2,74,62,0,0,0,0
2020-06-21,3,above board,118,7,275,8,81.0,96,82,0,0,0,0
2020-06-21,3,high risk strategy,120,5,13,6,77.1,91,74,0,0,0,0
2020-06-21,3,summer revolution,120,7,30,1,89.5,101,93,0,0,0,0
2020-06-21,3,bear trappe,118,4,121,2,77.4,83,69,0,0,0,0
2020-06-21,3,here's carlos,118,5,20,0,77.5,95,80,0,0,0,0
2020-06-21,3,rocko's wheel,118,8,20,5,76.1,98,79,0,0,0,0
2020-06-21,3,kristi's copilot,118,8,77,2,79.2,100,82,0,0,0,0
2020-06-21,4,mongolian humor,118,5,65,2,89.6,99,92,0,0,0,0
2020-06-21,4,lexington grace (ire),118,5,49,0,74.2,97,86,0,0,0,0
2020-06-21,4,moonlight train,118,6,50,6,70.2,80,69,0,0,0,0
2020-06-21,4,sun dress,118,5,21,3,67.6,84,73,0,0,0,0
2020-06-21,4,pure sugar,118,5,29,2,75.5,84,77,0,0,0,0
2020-06-21,4,miz shelton,118,5,20,2,70.1,91,73,0,0,0,0
2020-06-21,4,lady cleopatra,120,6,21,9,71.9,84,66,0,0,0,0
2020-06-21,5,tetrahydro,118,3,273,0,51.9,75,40,0,0,0,0
2020-06-21,5,stylish ash,124,4,13,0,77.9,77,69,0,0,0,0
2020-06-21,5,mavalous mavalous,124,4,210,0,39.6,87,27,0,0,0,0
2020-06-21,5,prado amore,118,3,358,0,30.6,71,31,0,0,0,0
2020-06-21,5,actress on board,124,5,15,0,51.4,78,47,0,0,0,0
2020-06-21,5,more moet pleez,124,4,27,0,36.9,82,42,0,0,0,0
2020-06-21,5,money well spent,118,3,34,0,58.5,79,60,0,0,0,0
2020-06-21,6,auction fever,118,3,15,0,69.4,82,74,0,0,0,0
2020-06-21,6,battleofwinterfell,118,3,35,0,68.0,84,72,0,0,0,0
2020-06-21,6,edgee angel,118,3,34,0,76.2,80,66,0,0,0,0
2020-06-21,6,hey kitten,118,3,20,1,87.7,85,79,0,0,0,0
2020-06-21,6,secure connection,118,3,20,0,86.3,82,76,0,0,0,0
2020-06-21,6,new day dawning,118,3,20,0,77.6,87,70,0,0,0,0
2020-06-21,6,hashtag winner,118,3,15,0,92.5,84,70,0,0,0,0
2020-06-21,6,sneak peek,118,3,104,1,77.5,74,74,0,0,0,0
2020-06-21,6,stop shoppin tammy,118,3,91,0,70.0,86,75,0,0,0,0
2020-06-21,6,shelley's gem,118,3,20,0,74.5,84,64,0,0,0,0
2020-06-21,6,osaka girl,118,3,171,1,81.1,86,75,0,0,0,0
2020-06-21,6,how ironic,118,3,27,0,87.0,88,78,0,0,0,0
2020-06-21,6,a k's song,118,3,239,0,92.5,78,73,0,0,0,0
2020-06-21,6,urban fairytale,118,3,83,1,80.0,80,71,0,0,0,0
2020-06-21,6,evil lyn,120,3,26,2,85.8,80,70,0,0,0,0
2020-06-21,6,ivyetsu,118,3,49,0,83.1,92,68,0,0,0,0
2020-06-27,11,pass the plate,118,3,34,2,96.3,90,89,0,0,0,0
2020-06-27,11,hendy woods,118,3,103,2,92.8,88,92,0,0,0,0
2020-06-27,11,his glory,118,3,26,1,77.2,86,71,0,0,0,0
2020-06-27,11,stunning sky,118,3,55,1,89.5,89,85,0,0,0,0
2020-06-27,11,in good spirits,118,3,34,2,97.8,87,82,0,0,0,0
2020-06-27,11,crystal cliffs (fr),118,3,26,1,94.9,90,97,0,0,0,0
2020-06-27,11,micheline,118,3,55,3,89.3,88,78,0,0,0,0
2020-06-27,11,edgee angel,118,3,40,0,75.3,80,66,0,0,0,0
2020-06-27,11,wexx,118,3,33,1,90.9,87,82,0,0,0,0
2020-06-27,11,eve of war,118,3,34,1,95.6,91,89,0,0,0,0
2020-06-27,10,fearless,120,4,27,2,96.3,101,97,0,0,0,0
2020-06-27,10,pirate's punch,120,4,55,4,104.4,99,95,0,0,0,0
2020-06-27,10,alkhaatam,120,5,19,3,99.8,105,91,0,0,0,0
2020-06-27,10,multiplier,120,6,6,2,111.6,111,104,0,0,0,0
2020-06-27,10,by my standards,122,4,55,5,108.6,102,98,0,0,0,0
2020-06-27,10,silver dust,120,6,34,6,98.9,112,104,0,0,0,0
2020-06-27,10,owendale,120,4,34,6,101.5,106,99,0,0,0,0
2020-06-27,11,dominga,118,3,34,3,89.6,91,89,0,0,0,0
2020-06-27,11,witez,118,3,26,1,90.7,84,81,0,0,0,0
2020-06-27,11,pass the plate,118,3,34,2,96.3,90,89,0,0,0,0
2020-06-27,11,hendy woods,118,3,103,2,92.8,88,92,0,0,0,0
2020-06-27,11,his glory,118,3,26,1,77.2,86,71,0,0,0,0
