Date,Horse Name,Horse Weight,Horse Age,Days Off,Number of Wins,Power Rating,Average Class Rating,Average Speed,Current Odds,Won Actual,Won SVM,Won XGBoost,Won Naive-Bayes
2020-06-20,paynt your eggs,124,4,120,2,66.5,84,70,21.0,0,0,0,0
2020-06-20,napoleon's empire,124,4,56,2,72.1,86,75,4.0,0,0,0,0
2020-06-20,homefortheweekend,124,4,159,1,75.6,83,69,50.0,0,0,0,0
2020-06-20,come on venezuela,124,4,29,2,59.6,85,66,23.0,0,0,0,0
2020-06-20,lagoon macaroon,124,4,28,2,77.7,94,77,5.0,0,0,0,0
2020-06-20,attorney tim,124,4,153,1,74.8,89,80,12.0,0,0,0,0
2020-06-20,hackberry,124,4,230,1,93.8,101,97,3.0,0,0,0,1
2020-06-20,motagally,124,4,34,0,71.5,95,89,1.8,0,0,0,0
2020-06-20,bantu,124,5,12,3,82.3,100,90,70.0,0,0,0,0
2020-06-20,buy me candy,118,3,20,1,83.1,88,81,17.0,0,0,0,0
2020-06-20,mantra,124,4,15,2,91.3,97,85,30.0,0,0,0,0
2020-06-20,king theo,118,3,33,0,85.7,90,77,35.0,0,0,0,0
2020-06-20,el ahijado,124,4,119,0,74.6,96,73,80.0,0,0,0,0
2020-06-20,onarock,124,4,83,2,110.0,89,83,11.0,0,0,0,0
2020-06-20,where's oliver,124,4,34,1,79.9,91,79,25.0,0,0,0,0
2020-06-20,hellorhighwater,124,4,34,1,80.0,95,83,6.0,0,0,0,0
2020-06-20,speighty shirl,118,3,201,0,71.3,87,77,6.0,0,0,0,0
2020-06-20,tuff bird,118,3,71,0,61.5,86,77,10.0,0,0,0,0
2020-06-20,madame overserved,124,4,167,0,73.5,87,78,5.0,0,0,0,0
2020-06-20,congratulated,118,3,69,0,95.1,90,78,3.5,0,0,0,0
2020-06-20,belleinthecity,124,5,61,0,48.4,67,49,25.0,0,0,0,0
2020-06-20,duplicitous,118,3,28,2,81.8,82,72,2.5,0,0,0,0
2020-06-20,royal priority,118,3,91,1,76.0,76,57,30.0,0,0,0,0
2020-06-20,unfading beauty,123,6,13,4,70.1,87,70,11.0,0,0,0,0
2020-06-20,spitefulness,118,3,28,1,88.2,84,59,7.0,0,0,0,0
2020-06-20,take charge erica,123,4,13,3,82.2,82,64,13.0,0,0,0,0
2020-06-20,readyformycloseup,118,3,28,1,78.6,83,74,7.0,0,0,0,0
2020-06-20,gold credit,123,4,54,1,78.3,89,73,4.0,0,0,0,0
2020-06-20,bama breeze,118,3,27,1,97.3,93,87,6.0,0,0,0,0
2020-06-20,natural power (ire),118,3,132,1,93.4,92,89,15.0,0,0,0,0
2020-06-20,pixelate,118,3,27,2,96.4,89,84,2.5,0,0,0,0
2020-06-20,fenwick station,118,3,27,2,82.2,90,86,25.0,0,0,0,0
2020-06-20,kinenos,118,3,105,2,82.2,89,84,14.0,0,0,0,0
2020-06-20,summer to remember,118,3,48,2,98.5,93,90,2.5,0,0,0,0
2020-06-20,point to dunkirk,123,5,259,1,65.3,89,69,50.0,0,0,0,0
2020-06-20,nice of me,123,4,21,1,78.8,89,74,5.0,0,0,0,0
2020-06-20,ace destroyer,123,4,13,1,80.7,94,78,6.0,0,0,0,0
2020-06-20,k w captain flint,118,3,19,1,70.1,84,74,17.0,0,0,0,0
2020-06-20,reelfoot,123,4,19,1,82.5,86,72,14.0,0,0,0,0
2020-06-20,greater cairo,123,4,61,1,83.2,87,71,4.5,0,0,0,0
2020-06-20,my golden diablo,123,4,48,1,81.2,76,69,3.0,0,0,0,0
2020-06-20,nashvegas,118,3,19,1,63.6,78,55,35.0,0,0,0,0
2020-06-20,cigar box,118,3,22,1,71.2,88,63,4.5,0,0,0,0
2020-06-20,subdued,123,4,223,0,57.2,80,70,30.0,0,0,0,0
2020-06-20,royal commission,118,3,13,1,83.7,93,72,6.0,0,0,0,0
2020-06-20,heavenly sis,125,4,123,0,81.2,81,76,15.0,0,0,0,0
2020-06-20,skykat,118,3,61,0,50.2,91,34,60.0,0,0,0,0
2020-06-20,valletta,118,3,27,0,76.8,84,75,5.0,0,0,0,0
2020-06-20,speightful charge,118,3,274,0,43.8,84,47,25.0,0,0,0,0
2020-06-20,market rumor,118,3,25,0,65.3,82,70,9.0,0,0,0,0
2020-06-20,willyoubemine,118,3,83,0,72.8,80,69,35.0,0,0,0,0
2020-06-20,tormenta,118,3,34,0,57.0,83,67,40.0,0,0,0,0
2020-06-20,areemaa,118,3,96,0,65.7,86,65,40.0,0,0,0,0
2020-06-20,irrepressible,118,3,236,0,51.5,82,64,14.0,0,0,0,0
2020-06-20,april in paris,118,3,34,0,84.2,84,79,3.5,0,0,0,0
2020-06-20,madison parc,118,3,33,0,88.5,92,81,12.0,0,0,0,0
2020-06-20,just howard,120,6,27,6,106.9,110,105,11.0,0,0,0,0
2020-06-20,parlor,120,6,27,5,104.1,110,102,6.0,0,0,0,0
2020-06-20,english bee,120,4,27,4,109.4,107,99,10.0,0,0,0,0
2020-06-20,aquaphobia,120,7,41,8,109.5,108,100,9.0,0,0,0,1
2020-06-20,ritzy a. p.,120,6,29,3,118.5,113,112,14.0,0,0,0,0
2020-06-20,march to the arch,120,5,25,4,112.6,115,108,10.0,0,0,0,0
2020-06-20,emmaus (ire),120,6,115,2,103.7,110,104,16.0,0,0,0,0
2020-06-20,casa creed,120,4,29,1,100.1,100,97,8.0,0,0,0,0
2020-06-20,quality warrior,118,3,48,0,80.8,89,69,15.0,0,0,0,0
2020-06-20,tenderfoot,118,3,230,0,72.5,84,79,11.0,0,0,0,0
2020-06-20,lucky asset,118,3,97,0,84.2,82,80,4.0,0,0,0,0
2020-06-20,arareco lake,118,3,237,0,29.5,91,21,90.0,0,0,0,0
2020-06-20,league of legends,118,3,27,0,79.0,91,75,35.0,0,0,0,0
2020-06-20,savvy,124,4,204,0,84.9,88,89,2.5,0,0,0,0
2020-06-20,contractor bill,125,4,34,0,90.5,88,75,11.0,0,0,0,0
2020-06-20,beaver hat,118,3,14,0,63.2,89,71,9.0,0,0,0,0
2020-06-20,parkland,125,4,14,0,61.2,89,47,60.0,0,0,0,0
2020-06-20,the falcon,118,3,69,0,59.2,90,67,70.0,0,0,0,0
2020-06-20,carmichael,118,3,62,0,93.2,89,73,5.0,0,0,0,0
2020-06-20,distorted moon,118,3,62,0,83.7,89,64,16.0,0,0,0,0
2020-06-20,cornbread kingdom,118,3,48,0,62.3,88,73,10.0,0,0,0,0
2020-06-20,cibolian,118,3,161,0,77.5,74,67,30.0,0,0,0,0
2020-06-20,real man,125,4,33,0,50.1,90,56,60.0,0,0,0,0
2020-06-20,midnight jostar,118,3,97,0,80.5,92,77,4.0,0,0,0,0
2020-06-21,revenio,126,4,29,1,85.5,85,60,18.0,0,0,0,0
2020-06-21,the rock says,124,4,233,1,87.8,100,98,0.5,0,0,1,0
2020-06-21,stealth,124,6,42,0,62.6,97,79,14.0,0,0,0,0
2020-06-21,tikhvin flew,124,4,23,0,103.3,98,84,3.0,0,0,0,0
2020-06-21,above board,118,7,275,8,81.0,96,82,2.5,0,0,0,1
2020-06-21,high risk strategy,120,5,13,6,77.1,91,74,11.0,0,0,0,0
2020-06-21,summer revolution,120,7,30,1,89.5,101,93,0.8,0,0,0,0
2020-06-21,bear trappe,118,4,121,2,77.4,83,69,30.0,0,0,0,0
2020-06-21,here's carlos,118,5,20,0,77.5,95,80,6.0,0,0,0,0
2020-06-21,rocko's wheel,118,8,20,5,76.1,98,79,19.0,0,0,0,0
2020-06-21,mongolian humor,118,5,65,2,89.6,99,92,2.5,0,0,0,0
2020-06-21,lexington grace (ire),118,5,49,0,74.2,97,86,7.0,0,0,0,0
2020-06-21,moonlight train,118,6,50,6,70.2,80,69,17.0,0,0,0,0
2020-06-21,miz shelton,118,5,20,2,70.1,91,73,5.0,0,0,0,0
2020-06-21,lady cleopatra,120,6,21,9,71.9,84,66,2.5,0,0,1,1
2020-06-21,tetrahydro,118,3,273,0,51.9,75,40,3.5,0,0,0,0
2020-06-21,stylish ash,124,4,13,0,77.9,77,69,3.5,0,0,0,0
2020-06-21,mavalous mavalous,124,4,210,0,39.6,87,27,70.0,0,0,0,0
2020-06-21,prado amore,118,3,358,0,30.6,71,31,35.0,0,0,0,0
2020-06-21,actress on board,124,5,15,0,51.4,78,47,18.0,0,0,0,0
2020-06-21,more moet pleez,124,4,27,0,36.9,82,42,17.0,0,0,0,0
2020-06-21,auction fever,118,3,15,0,69.4,82,74,6.0,0,0,0,0
2020-06-21,hey kitten,118,3,20,1,87.7,85,79,5.0,0,0,0,0
2020-06-21,shelley's gem,118,3,20,0,74.5,84,64,60.0,0,0,0,0
2020-06-21,how ironic,118,3,27,0,87.0,88,78,8.0,0,0,0,0
2020-06-21,ivyetsu,118,3,49,0,83.1,92,68,7.0,0,0,0,0
2020-06-21,out cold,123,4,202,1,70.0,81,75,18.0,0,0,0,0
2020-06-21,not now rand,123,4,63,1,46.9,77,51,12.0,0,0,0,0
2020-06-21,spin lightning,123,4,108,1,63.4,93,71,25.0,0,0,0,0
2020-06-21,true to dixie,123,5,16,1,71.6,82,69,8.0,0,0,0,0
2020-06-21,creekmore,118,3,21,1,62.3,85,69,18.0,0,0,0,0
2020-06-21,rustic rick,123,4,16,0,61.8,84,64,50.0,0,0,0,0
2020-06-21,uncle momo,123,4,22,1,75.3,88,65,3.0,0,0,0,0
2020-06-21,pete's play call,121,7,27,10,96.8,104,95,1.4,0,0,0,1
2020-06-21,hollis,121,5,26,3,98.0,105,96,1.4,0,0,1,0
2020-06-21,malpais,121,4,26,3,89.9,98,82,18.0,0,0,0,0
2020-06-21,shashashakemeup,116,3,76,2,85.2,95,76,6.0,0,0,0,0
2020-06-21,rubus,121,5,213,2,81.6,101,90,16.0,0,0,0,0
2020-06-21,k j's nobility,121,6,22,8,89.5,100,93,8.0,0,0,0,1
2020-06-21,by your side,116,3,26,2,71.2,92,81,20.0,0,0,0,0
2020-06-21,lounge act,122,5,107,2,88.8,98,87,15.0,0,0,0,0
2020-06-21,molto bella,122,4,29,0,82.8,98,84,2.5,0,0,0,0
2020-06-21,shesomajestic,122,4,20,0,67.7,92,82,3.5,0,0,0,0
2020-06-21,joy epifora (arg),122,4,195,1,93.5,99,97,5.0,0,0,0,1
2020-06-21,frond,122,4,175,0,89.2,92,79,3.5,0,0,0,0
2020-06-21,copper king,125,4,27,0,92.8,90,84,2.0,0,0,0,0
2020-06-21,wartime hero,118,3,28,0,81.3,90,79,5.0,0,0,0,0
2020-06-21,decision maker,118,3,91,0,83.8,92,72,22.0,0,0,0,0
2020-06-21,uncle kick,125,4,34,0,63.2,88,58,30.0,0,0,0,0
2020-06-21,backshot,118,3,27,0,87.0,90,81,6.0,0,0,0,0
2020-06-21,looking at liberty,125,4,28,0,88.5,81,88,5.0,0,0,0,0
2020-06-21,newscaster,118,3,210,0,41.8,85,42,50.0,0,0,0,0
2020-06-21,civil servant,118,3,203,0,92.2,92,81,5.0,0,0,0,1
2020-06-21,falkirk,118,3,38,0,55.5,87,73,25.0,0,0,0,0
2020-06-25,our secret agent,118,3,25,0,72.8,81,72,1.0,0,0,0,0
2020-06-25,better with age,118,3,66,0,71.6,84,66,6.0,0,0,0,0
2020-06-25,wellington wonder,118,3,221,0,61.2,84,67,6.0,0,0,0,0
2020-06-25,hands up,124,4,25,0,70.9,81,70,3.5,0,0,0,0
2020-06-25,sally o'brien,118,3,123,0,59.2,82,53,25.0,0,0,0,0
2020-06-25,gone glimmering,118,3,39,2,62.2,82,69,1.8,0,0,0,0
2020-06-25,persian queen,118,3,33,2,58.2,83,63,15.0,0,0,0,0
2020-06-25,kertara,120,3,50,0,81.6,79,71,13.0,0,0,0,0
2020-06-25,holly go lightly,118,5,18,3,85.0,94,85,7.0,0,0,0,0
2020-06-25,mad grace,118,5,87,3,86.0,83,74,7.0,0,0,0,0
2020-06-25,diamondcoat,118,5,39,0,81.0,93,76,4.0,0,0,0,0
2020-06-25,strollin the bayou,118,5,39,1,75.8,89,79,10.0,0,0,0,0
2020-06-25,zabava,118,4,18,4,90.7,95,84,1.6,0,0,0,1
2020-06-25,miss altamira,118,5,6,0,73.5,91,76,60.0,0,0,0,0
2020-06-25,foxtail,118,6,265,1,88.6,102,93,2.5,0,0,0,1
2020-06-25,majors vindication,124,4,20,0,70.5,90,72,14.0,0,0,0,0
2020-06-25,holy muchacho,118,3,20,1,78.2,90,71,2.5,0,0,0,0
2020-06-25,martial eagle,124,4,12,1,85.7,89,77,3.0,0,0,0,0
2020-06-25,tiz mcnamara,124,5,20,1,76.2,92,81,6.0,0,0,0,0
2020-06-25,quana dude,118,3,61,1,71.1,85,69,21.0,0,0,0,0
2020-06-25,gum tree lane,124,4,55,1,69.0,98,74,4.5,0,0,0,0
2020-06-25,pyser's orb,118,3,110,0,64.7,84,51,7.0,0,0,0,0
2020-06-25,stick figure,118,3,298,0,31.9,85,19,24.0,0,0,0,0
2020-06-25,shaw,118,3,20,0,71.1,84,69,5.0,0,0,0,0
2020-06-25,zapper van winkle,124,4,353,0,67.0,90,83,2.0,0,0,0,1
2020-06-25,zurlin,124,4,31,1,81.6,87,80,10.0,0,0,0,0
2020-06-25,cirrusly,124,4,30,1,81.2,85,72,25.0,0,0,0,0
2020-06-25,screenwriter,124,5,102,1,85.7,94,86,7.0,0,0,0,0
2020-06-25,fancified,118,3,26,2,71.8,83,69,7.0,0,0,0,0
2020-06-25,domonette,124,6,116,1,70.1,96,84,8.0,0,0,0,0
2020-06-25,flashy biz,124,4,20,0,64.4,79,68,17.0,0,0,0,0
2020-06-25,rushingirl,117,5,146,2,73.2,90,73,40.0,0,0,0,0
2020-06-25,angel of mischief,124,5,31,1,101.6,99,92,1.0,0,0,0,0
2020-06-25,take charge cacky,124,4,132,0,63.0,79,66,30.0,0,0,0,0
2020-06-25,rockin ready,122,5,118,1,84.3,96,87,2.5,0,0,1,0
2020-06-25,shacklette,122,4,221,2,71.6,90,75,19.0,0,0,0,0
2020-06-25,sara sea,122,4,24,1,92.0,93,81,2.5,0,0,0,0
2020-06-25,tiz ella,122,4,118,2,68.4,89,77,7.0,0,0,0,0
2020-06-25,goodbye earl,122,4,31,2,73.9,91,78,10.0,0,0,0,0
2020-06-25,high regard,122,4,88,2,93.1,96,84,6.0,0,0,0,0
2020-06-25,bourbon calling,121,4,26,4,84.4,101,92,8.0,0,0,0,0
2020-06-25,seven nation army,121,5,18,5,103.2,102,98,10.0,0,0,0,0
2020-06-25,mucho,121,4,34,3,104.3,102,96,2.0,0,0,0,1
2020-06-25,arthur's hope,121,6,128,12,101.7,103,91,15.0,0,0,0,1
2020-06-25,madison's luna,121,5,223,2,80.0,104,87,25.0,0,0,0,0
2020-06-25,admiral lynch,121,4,34,3,101.7,101,97,8.0,0,0,0,0
2020-06-25,line judge,121,6,230,8,86.0,109,100,8.0,0,0,0,1
2020-06-25,he hate me,121,5,53,4,93.7,109,100,4.0,0,0,0,1
2020-06-25,loaded,118,3,73,0,57.2,87,69,18.0,0,0,0,0
2020-06-25,violenza,118,3,180,0,63.3,83,68,20.0,0,0,0,0
2020-06-25,well respected,118,3,38,0,74.2,81,68,40.0,0,0,0,0
2020-06-25,jeweled princess,118,3,24,0,77.5,87,77,4.5,0,0,0,0
2020-06-25,sursum corda,118,3,83,0,77.9,88,81,11.0,0,0,0,0
2020-06-25,ship's creek,118,3,30,0,72.5,78,69,8.0,0,0,0,0
2020-06-25,longpants required,118,3,41,0,70.7,81,69,4.0,0,0,0,0
2020-06-25,daddymademedoit,124,4,25,0,84.8,86,74,4.5,0,0,0,0
2020-06-26,stay home,118,6,21,9,75.9,97,83,25.0,0,0,0,0
2020-06-26,top brass,118,7,34,7,84.6,102,90,3.5,0,0,0,1
2020-06-26,spikes shirl,118,7,21,3,83.5,102,82,2.5,0,0,0,0
2020-06-26,flat lucky,118,5,34,5,85.0,103,87,16.0,0,0,0,0
2020-06-26,around the dial,118,4,34,4,84.9,90,80,6.0,0,0,0,0
2020-06-26,nomo ron,118,5,20,3,88.1,95,81,4.0,0,0,0,0
2020-06-26,lady's weekend,118,4,21,3,81.7,90,74,12.0,0,0,0,0
2020-06-26,sharp art,118,8,21,8,76.9,103,79,25.0,0,0,0,0
2020-06-26,wendy's fine wine,119,2,7,0,49.2,83,46,30.0,0,0,0,0
2020-06-26,yogurt,119,2,28,0,77.3,83,69,6.0,0,0,0,0
2020-06-26,job security,124,4,122,1,77.5,96,86,14.0,0,0,0,0
2020-06-26,all west,124,4,28,1,87.1,93,84,11.0,0,0,0,0
2020-06-26,mr. quality,118,3,7,1,88.0,87,74,18.0,0,0,0,0
2020-06-26,what a country,120,3,26,1,88.5,96,85,6.0,0,0,0,0
2020-06-26,beau luminarie,124,4,54,1,98.5,95,87,1.8,0,0,0,0
2020-06-26,gigging,124,4,31,4,86.3,96,86,7.0,0,0,0,0
2020-06-26,hombrazo,118,3,67,2,98.4,80,73,30.0,0,0,0,0
2020-06-26,skyhawk,124,5,12,0,59.0,84,71,14.0,0,0,0,0
2020-06-26,messina,118,3,26,0,63.9,82,74,5.0,0,0,0,0
2020-06-26,angel de cora,118,3,33,0,81.6,87,70,6.0,0,0,0,0
2020-06-26,majorette,118,3,33,0,83.6,83,80,1.2,0,0,0,0
2020-06-26,she's a deal,118,3,35,0,68.6,82,58,6.0,0,0,0,0
2020-06-26,risotto,118,3,19,0,59.0,85,44,35.0,0,0,0,0
2020-06-26,mau mau,118,3,26,0,63.0,88,80,4.5,0,0,0,0
2020-06-26,shaka,118,3,75,0,57.7,92,71,25.0,0,0,0,0
2020-06-26,tiz light the way,118,3,18,0,77.8,89,72,11.0,0,0,0,0
2020-06-26,deanos cape,118,3,28,0,74.5,87,72,30.0,0,0,0,0
2020-06-26,reigning spirit,118,3,25,0,90.6,97,87,3.5,0,0,0,0
2020-06-26,aztec empire,124,4,26,0,71.8,86,78,15.0,0,0,0,0
2020-06-26,cleveland simpson,118,3,25,0,90.2,86,76,4.0,0,0,0,0
2020-06-26,chocolate bar,118,3,69,0,84.8,91,82,3.5,0,0,0,0
2020-06-26,ahnaf,118,3,25,0,85.2,91,53,50.0,0,0,0,0
2020-06-26,unthrottled,118,3,14,0,80.7,90,72,8.0,0,0,0,0
2020-06-26,hidden promise,118,3,26,1,72.4,85,63,4.0,0,0,0,0
2020-06-26,lucky bode,123,6,154,0,63.0,88,70,60.0,0,0,0,0
2020-06-26,bahama channel,118,3,27,0,45.8,84,63,25.0,0,0,0,0
2020-06-26,continuum,123,4,301,1,73.6,76,79,3.0,0,0,0,0
2020-06-26,automate,118,3,27,0,70.8,87,75,5.0,0,0,0,0
2020-06-26,natural history,120,3,26,1,81.1,84,68,2.5,0,0,0,0
2020-06-26,jungle warfare,122,5,27,4,97.8,101,95,3.5,0,0,0,1
2020-06-26,proverb,122,4,54,2,92.6,97,89,35.0,0,0,0,0
2020-06-26,fort peck,122,5,27,4,91.2,101,84,30.0,0,0,0,0
2020-06-26,seek the peak,122,4,26,2,93.2,96,86,13.0,0,0,0,0
2020-06-26,plus que parfait,122,4,26,2,87.9,105,94,8.0,0,0,0,0
2020-06-26,chess chief,122,4,54,2,99.2,105,99,2.0,0,0,0,0
2020-06-26,blueridge traveler,122,6,210,4,93.0,108,104,10.0,0,0,0,0
2020-06-26,dinar,124,4,40,2,85.2,95,85,6.0,0,0,0,0
2020-06-26,almithmaar,122,5,32,0,81.1,105,95,10.0,0,0,0,0
2020-06-26,get western,122,5,222,4,81.6,106,96,13.0,0,0,0,0
2020-06-26,snapper sinclair,122,5,33,1,103.3,113,103,4.5,0,0,0,0
2020-06-26,mr. misunderstood,122,6,33,12,102.2,110,97,2.5,0,0,0,1
2020-06-26,doctor mounty,122,7,33,5,108.3,113,108,4.5,0,0,0,0
2020-06-26,seven trumpets,122,5,152,0,70.4,107,84,15.0,0,0,0,0
2020-06-26,great wide open (ire),122,8,187,3,87.9,112,94,70.0,0,0,0,0
2020-06-26,made you look,122,6,33,2,93.9,114,98,17.0,0,0,0,0
2020-06-26,mr dumas,126,4,35,3,114.3,104,102,1.8,0,0,0,0
2020-06-26,osprey court,124,4,286,0,45.4,74,43,30.0,0,0,0,0
2020-06-26,master of domain,118,3,103,0,68.2,77,66,3.0,0,0,0,0
2020-06-26,queen licia,118,3,250,0,59.9,88,68,7.0,0,0,0,0
2020-06-26,beach house,124,4,428,0,54.4,95,61,7.0,0,0,0,0
2020-06-26,katie's belle,124,4,328,0,53.8,76,61,7.0,0,0,0,0
2020-06-26,bow down tewmey,118,3,39,0,49.9,77,44,30.0,0,0,0,0
2020-06-27,sovereign appeal,118,3,89,0,58.9,84,51,15.0,0,0,0,0
2020-06-27,raison d'etre,118,3,32,0,81.9,78,74,2.0,0,0,0,0
2020-06-27,tracing gold,124,4,28,0,43.1,56,42,45.0,0,0,0,0
2020-06-27,curls and bows,118,3,26,0,60.5,85,61,8.0,0,0,0,0
2020-06-27,curlin grey,118,4,36,3,82.2,90,78,10.0,0,0,0,0
2020-06-27,hawaakom,118,10,69,9,90.5,106,93,9.0,0,0,0,0
2020-06-27,exemplar,118,8,19,5,81.5,100,84,35.0,0,0,0,0
2020-06-27,red again,118,6,57,8,87.1,94,82,13.0,0,0,0,1
2020-06-27,degrom,118,6,13,9,84.4,103,94,10.0,0,0,0,1
2020-06-27,altito,118,6,20,8,68.4,98,83,25.0,0,0,0,0
2020-06-27,parade field,118,4,57,2,84.2,94,85,5.0,0,0,0,0
2020-06-27,zero gravity,118,5,29,2,100.0,106,95,1.6,0,0,0,0
2020-06-27,nero,118,5,32,0,76.8,108,98,3.0,0,0,0,0
2020-06-27,kurilov (chi),118,7,32,1,87.9,100,90,10.0,0,0,0,0
2020-06-27,lusitano,118,5,28,3,95.5,98,90,3.5,0,0,0,0
2020-06-27,ransack,118,7,26,4,69.8,96,71,50.0,0,0,0,0
2020-06-27,clint maroon (gb),118,4,36,3,96.2,105,94,4.0,0,0,0,1
2020-06-27,discovered,118,5,99,2,89.4,99,84,50.0,0,0,0,0
2020-06-27,medicine tail,119,2,28,0,79.5,87,71,3.5,0,0,0,0
2020-06-27,nautilus,119,2,28,0,77.3,87,68,2.5,0,0,0,0
2020-06-27,tonaltalitarian,118,3,55,0,80.0,94,78,5.0,0,0,0,0
2020-06-27,pit boss,118,3,33,0,92.2,94,83,4.0,0,0,0,0
2020-06-27,ashiham,118,3,27,0,94.5,89,85,2.0,0,0,0,0
2020-06-27,belfast boy,118,3,19,0,75.8,90,74,11.0,0,0,0,0
2020-06-27,it's mandatory,118,3,117,0,68.8,81,61,70.0,0,0,0,0
2020-06-27,bakers bay,124,4,27,0,94.6,94,81,3.0,0,0,0,0
2020-06-27,all about will,124,4,62,0,70.3,91,73,17.0,0,0,0,0
2020-06-27,mulberry street,118,3,19,0,54.2,91,53,70.0,0,0,0,0
2020-06-27,stop shoppin tammy,118,3,97,1,83.8,86,75,9.0,0,0,0,0
2020-06-27,second coming,124,4,28,0,76.3,91,77,45.0,0,0,0,0
2020-06-27,tipsy gal,118,3,20,0,70.2,84,81,6.0,0,0,0,0
2020-06-27,ria munk,124,5,28,0,81.3,87,81,15.0,0,0,0,0
2020-06-27,enjoyitwhilewecan,124,4,33,1,78.2,90,81,6.0,0,0,0,0
2020-06-27,coldwater,124,5,32,1,88.8,93,87,23.0,0,0,0,0
2020-06-27,crazy sexy munny,124,4,29,6,87.8,84,81,7.0,0,0,0,1
2020-06-27,captain scotty,121,6,118,0,107.1,108,104,1.8,0,0,0,0
2020-06-27,ghoul (brz),121,5,28,6,94.1,103,86,1.8,0,0,0,1
2020-06-27,corruze,121,4,296,2,90.0,103,99,5.0,0,0,0,1
2020-06-27,smart remark,121,5,90,0,93.3,112,99,12.0,0,0,0,0
2020-06-27,fareeq,121,6,12,3,90.2,102,88,60.0,0,0,0,0
2020-06-27,just might,123,4,14,2,100.0,98,96,6.0,0,0,0,0
2020-06-27,carotari,123,4,28,3,103.2,106,101,4.0,0,0,0,0
2020-06-27,gray attempt,121,4,62,0,63.1,105,84,40.0,0,0,0,0
2020-06-27,holiday stone,121,6,247,2,92.8,111,104,5.0,0,0,0,0
2020-06-27,crown and coke,120,2,17,1,74.8,62,75,21.0,0,0,0,0
2020-06-27,hulen,120,2,14,1,63.5,88,70,17.0,0,0,0,0
2020-06-27,gatsby,120,2,70,1,86.1,82,83,6.0,0,0,0,0
2020-06-27,hyperfocus,120,2,48,1,86.6,82,83,5.0,0,0,0,0
2020-06-27,herd immunity,120,2,20,1,98.0,90,92,12.0,0,0,0,0
2020-06-27,county final,120,2,21,0,90.6,88,86,16.0,0,0,0,0
2020-06-27,go google yourself,120,5,69,7,96.6,103,94,10.0,0,0,0,1
2020-06-27,another broad,120,5,34,4,101.1,103,94,25.0,0,0,0,0
2020-06-27,chocolate kisses,120,4,34,1,94.7,96,88,25.0,0,0,0,0
2020-06-27,serengeti empress,124,4,69,4,107.6,104,91,1.6,0,0,0,0
2020-06-27,red dane (ity),120,6,41,2,89.1,99,86,70.0,0,0,0,0
2020-06-27,motion emotion,120,4,57,2,91.3,98,86,30.0,0,0,0,0
2020-06-27,fearless,120,4,27,2,96.3,101,97,7.0,0,0,0,0
2020-06-27,pirate's punch,120,4,55,4,104.4,99,95,14.0,0,0,0,0
2020-06-27,alkhaatam,120,5,19,3,99.8,105,91,60.0,0,0,0,0
2020-06-27,multiplier,120,6,6,2,111.6,111,104,20.0,0,0,0,0
2020-06-27,by my standards,122,4,55,5,108.6,102,98,1.8,0,0,0,1
2020-06-27,silver dust,120,6,34,6,98.9,112,104,25.0,0,0,0,0
2020-06-27,owendale,120,4,34,6,101.5,106,99,4.5,0,0,0,1
2020-06-27,dominga,118,3,34,3,89.6,91,89,9.0,0,0,0,0
2020-06-27,witez,118,3,26,1,90.7,84,81,25.0,0,0,0,0
2020-06-27,pass the plate,118,3,34,2,96.3,90,89,9.0,0,0,0,0
2020-06-27,hendy woods,118,3,103,2,92.8,88,92,25.0,0,0,0,0
2020-06-27,his glory,118,3,26,1,77.2,86,71,50.0,0,0,0,0
2020-06-27,stunning sky,118,3,55,1,89.5,89,85,5.0,0,0,0,0
2020-06-27,in good spirits,118,3,34,2,97.8,87,82,7.0,0,0,0,0
2020-06-27,crystal cliffs (fr),118,3,26,1,94.9,90,97,1.2,0,0,0,0
2020-06-27,micheline,118,3,55,3,89.3,88,78,10.0,0,0,0,0
2020-06-27,edgee angel,118,3,40,0,75.3,80,66,99.0,0,0,0,0
2020-06-27,wexx,118,3,33,1,90.9,87,82,80.0,0,0,0,0
2020-06-27,eve of war,118,3,34,1,95.6,91,89,17.0,0,0,0,0
